age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,over50k,probability of yes (or score)
30, Private,298871, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1887,45, Iran,1.0,0.8064464330673218
27, Private,189565, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7714970111846924
27, Private,209085, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,1.0,0.5910154581069946
22, Private,50610, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.0045616403222084045
65, Private,119769, HS-grad,9, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,20, United-States,0.0,0.006608054507523775
38, Private,65390, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.013912678696215153
50, Private,170326, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0.0,0.01237634476274252
67, Private,24968, 9th,5, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0.0,0.19820073246955872
43, Private,147110, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.5874629020690918
25, Private,330774, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.07139254361391068
47, Private,219632, 1st-4th,2, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico,0.0,0.0016717812977731228
52, Self-emp-not-inc,128378, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.16124658286571503
29, Private,292120, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States,0.0,0.0065825083293020725
36, Private,257250, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0.0,0.26286089420318604
35, Private,139770, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,29, United-States,0.0,0.010015272535383701
24, Private,232328, 9th,5, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States,0.0,0.001668898155912757
24, Private,50648, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States,0.0,0.018704846501350403
18, Private,348131, 11th,7, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States,0.0,0.001855250564403832
45, Federal-gov,87207, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,37, United-States,1.0,0.6407480239868164
32, Private,337908, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States,0.0,0.004466342274099588
38, Self-emp-not-inc,36270, HS-grad,9, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,0,0,60, United-States,0.0,0.0326547771692276
68, Private,178066, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,1797,0,24, United-States,0.0,0.18304970860481262
19, Private,426589, HS-grad,9, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,35, United-States,0.0,0.005937164183706045
35, Private,164526, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.26102009415626526
37, Private,397752, HS-grad,9, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,0,0,12, Mexico,0.0,0.004889056086540222
49, Private,255466, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States,0.0,0.025153474882245064
33, Private,427812, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico,0.0,0.06746938079595566
50, Local-gov,320510, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,56, United-States,1.0,0.8538954257965088
32, Local-gov,73514, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States,0.0,0.024258336052298546
41, Self-emp-inc,214247, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,60, United-States,1.0,0.9542765617370605
48, Local-gov,452402, Doctorate,16, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,15, United-States,0.0,0.040654879063367844
45, Private,216414, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,50, United-States,1.0,0.906987726688385
37, Private,166193, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0.0,0.20992787182331085
90, Local-gov,188242, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,11678,0,40, United-States,1.0,0.5687142014503479
32, Private,108256, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0.0,0.38973021507263184
48, Private,57534, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.2869996428489685
37, Private,118358, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.26998090744018555
27, Private,160291, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Germany,0.0,0.00333057576790452
19, Private,235732, 11th,7, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States,0.0,0.002428682055324316
34, Private,162312, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0.0,0.3282516598701477
26, Private,264055, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,0,55, United-States,0.0,0.029662543907761574
55, Private,119751, Masters,14, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Thailand,0.0,0.09889451414346695
24, Local-gov,56820, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0.0,0.10190782696008682
26, Private,544319, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0.0,0.1189260259270668
44, Private,173682, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0.0,0.03687717020511627
30, Local-gov,325385, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0.0,0.1881307065486908
28, Private,78529, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0.0,0.03745178505778313
44, Private,137304, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,0.0,0.0070234183222055435
47, Private,275967, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0.0,0.13542737066745758
19, Private,39026, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0.0,0.014447648078203201
25, Private,150312, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0.0,0.0100129134953022
18, State-gov,391257, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States,0.0,0.00815519131720066
28, Private,301010, 11th,7, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.0021446694154292345
28, Private,216178, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.7391287684440613
22, Private,119474, HS-grad,9, Never-married, Sales, Own-child, White, Female,1055,0,25, United-States,0.0,0.009076455608010292
29, Private,114158, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0.0,0.031785283237695694
47, Private,138999, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,48, United-States,0.0,0.3717195391654968
35, Private,215323, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0.0,0.24951712787151337
26, Private,182194, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.007347857113927603
30, State-gov,103651, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7362525463104248
53, Self-emp-not-inc,146325, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia,0.0,0.16997261345386505
45, Local-gov,272792, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,50, United-States,1.0,0.7545331120491028
71, Private,159722, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,25, United-States,0.0,0.018039431422948837
48, Private,43479, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,40, United-States,1.0,0.6682758927345276
31, Self-emp-not-inc,271173, Some-college,10, Never-married, Craft-repair, Own-child, Black, Male,4650,0,40, United-States,0.0,0.02407134138047695
35, Private,304001, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.25844714045524597
64, Private,181530, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.8367886543273926
36, Private,48520, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0.0,0.005278688855469227
43, Private,120277, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,55, United-States,0.0,0.04729200899600983
56, Self-emp-not-inc,296991, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, England,1.0,0.7609646320343018
42, Private,112507, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,0.0,0.2617705762386322
24, Private,228395, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States,0.0,0.013647627085447311
51, Local-gov,230767, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, Cuba,0.0,0.0279486533254385
35, Federal-gov,170425, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,0.0,0.09603296220302582
42, Private,220531, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,0.0,0.23367051780223846
37, Local-gov,197915, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.08326994627714157
43, Private,131650, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.6038404107093811
37, State-gov,178876, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0.0,0.2912590503692627
44, Self-emp-not-inc,38122, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0.0,0.01794692873954773
27, Private,169557, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,6849,0,40, United-States,0.0,0.0793757364153862
59, Private,32446, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0.0,0.18679307401180267
63, Private,180099, 10th,6, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States,0.0,0.002093009650707245
24, Private,99844, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,60, United-States,0.0,0.21746869385242462
26, Private,200318, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States,0.0,0.08841466903686523
53, Private,119170, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1740,40, United-States,1.0,0.50192791223526
36, Private,176249, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States,0.0,0.03634639084339142
32, Private,198813, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1.0,0.8369691371917725
21, Private,30796, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0.0,0.0030331264715641737
47, Self-emp-inc,120131, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.674108624458313
20, Private,176262, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0.0,0.010511440224945545
19, Private,89734, Some-college,10, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,42, United-States,0.0,0.00632765656337142
29, Private,30069, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States,0.0,0.02147066593170166
42, Self-emp-inc,377018, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.5017108917236328
35, Private,238433, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,0.0,0.07060974091291428
40, Self-emp-inc,140915, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, France,1.0,0.548716127872467
34, Private,187203, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States,1.0,0.9101953506469727
32, Private,169512, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States,0.0,0.44827771186828613
29, Private,180115, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States,0.0,0.016135990619659424
22, Private,181723, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Germany,0.0,0.08925065398216248
55, Private,100821, HS-grad,9, Married-spouse-absent, Priv-house-serv, Not-in-family, Black, Female,0,0,36, United-States,0.0,0.015989111736416817
30, Private,329425, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.2104405015707016
34, Local-gov,117963, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1.0,0.5786387920379639
32, Private,49539, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,3674,0,40, United-States,0.0,0.01565948873758316
39, Private,166697, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States,0.0,0.00784347765147686
45, Federal-gov,78022, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.8922173380851746
19, Private,139466, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0.0,0.008030672557651997
30, Private,235847, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,0.0,0.0068273586221039295
23, State-gov,89285, Some-college,10, Never-married, Protective-serv, Not-in-family, Other, Female,99999,0,40, United-States,1.0,0.9998589754104614
47, Private,189680, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0.0,0.07112082839012146
25, Federal-gov,303704, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.07309406995773315
40, State-gov,285000, Bachelors,13, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0.0,0.01879439875483513
22, Private,320615, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,0.0,0.003386773867532611
54, Local-gov,249949, Some-college,10, Divorced, Exec-managerial, Other-relative, Black, Female,0,0,40, United-States,0.0,0.04155821353197098
47, Local-gov,179048, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.021080344915390015
42, Federal-gov,37997, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.8940990567207336
39, Self-emp-not-inc,198841, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Canada,1.0,0.7179206013679504
31, Private,94413, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,3325,0,40, United-States,0.0,0.03885463625192642
46, Private,168191, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,2, Italy,0.0,0.004922487307339907
24, Private,236907, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,0.0,0.23052985966205597
50, Private,243322, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0.0,0.08866911381483078
47, Private,186539, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States,0.0,0.06540031731128693
21, Private,416103, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0.0,0.009841233491897583
43, Self-emp-inc,25005, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.65667325258255
21, Private,194096, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0.0,0.011872651055455208
35, Private,151835, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,0.0,0.22218690812587738
45, Federal-gov,199925, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Male,0,0,48, United-States,0.0,0.13150040805339813
47, Private,274883, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,1.0,0.5331792235374451
24, Private,219122, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Italy,0.0,0.09506207704544067
57, Private,278763, Assoc-voc,11, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,47, United-States,0.0,0.19847199320793152
18, Private,186946, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,23, United-States,0.0,0.004600086249411106
24, Private,153082, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0.0,0.004791966639459133
41, Private,306496, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0.0,0.44775888323783875
30, Private,177437, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0.0,0.04957081004977226
24, Private,83774, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,2885,0,45, United-States,0.0,0.22631914913654327
32, Private,252168, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States,0.0,0.00355067802593112
48, Private,370119, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,50, United-States,1.0,0.8457286357879639
29, Private,351324, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,32, United-States,0.0,0.018854252994060516
49, Self-emp-not-inc,43479, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,0,0,63, Canada,0.0,0.2748832702636719
38, Private,180477, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0.0,0.004172046668827534
31, Private,191932, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,2258,40, United-States,0.0,0.2667360305786133
48, Private,168556, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,0.0,0.498019814491272
55, Self-emp-not-inc,202652, Assoc-voc,11, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States,0.0,0.3762446641921997
18, Private,166224, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0.0,0.0021163909696042538
34, Private,215124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0.0,0.3446975350379944
39, Private,279323, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0.0,0.2858417332172394
19, Private,162954, Some-college,10, Married-AF-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States,0.0,0.04664446786046028
38, Private,103886, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0.0,0.010604565031826496
24, Private,396099, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.011866074055433273
25, Private,185836, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.004727090243250132
28, Private,269317, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States,0.0,0.18048009276390076
33, Private,38848, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0.0,0.13026639819145203
21, Private,522881, Assoc-voc,11, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Mexico,0.0,0.02351251058280468
19, Private,197861, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States,0.0,0.004266870673745871
28, Private,206889, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.013419938273727894
18, Private,293510, 12th,8, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States,0.0,0.004265264142304659
47, Private,96798, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7367361783981323
36, Local-gov,237713, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0.0,0.3973473310470581
28, Private,157262, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0.0,0.07689733058214188
42, Private,55854, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.7334554195404053
26, Private,52839, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0.0,0.0607370100915432
30, Private,19678, Bachelors,13, Married-AF-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,60, Philippines,0.0,0.19472377002239227
32, Private,173449, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0.0,0.19170035421848297
18, Private,110230, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,5, United-States,0.0,0.0026697488501667976
43, Private,249039, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States,1.0,0.6516035795211792
45, Private,54038, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,20, United-States,0.0,0.4727843105792999
49, Private,186009, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,43, United-States,0.0,0.007691329810768366
47, Private,186311, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,0.0,0.14762763679027557
35, Private,108140, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.015921371057629585
48, Local-gov,24366, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0.0,0.39107590913772583
51, Private,108914, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0.0,0.2631998658180237
29, Private,146014, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0.0,0.020484019070863724
19, Private,191986, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States,0.0,0.004108052235096693
21, Private,147280, HS-grad,9, Never-married, Other-service, Own-child, Other, Male,0,0,20, United-States,0.0,0.0033878686372190714
67, Private,166591, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female,1848,0,99, United-States,0.0,0.06570115685462952
35, Private,113152, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.19609403610229492
26, State-gov,130302, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.4345344305038452
38, Local-gov,105161, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,1.0,0.644529402256012
30, Private,143540, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0.0,0.0806320309638977
19, Self-emp-not-inc,242965, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,0.0,0.0022792480885982513
31, Private,189759, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0.0,0.397940069437027
54, Private,99185, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7898699641227722
47, Private,235108, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,1.0,0.6523835062980652
18, Private,191784, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Puerto-Rico,0.0,0.008527562953531742
51, Self-emp-inc,335902, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,55, United-States,1.0,0.6941611170768738
39, Private,106838, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4386,0,45, United-States,1.0,0.6820964813232422
36, Private,290861, 11th,7, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.00933634489774704
26, Private,248057, HS-grad,9, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico,0.0,0.00889902375638485
35, Self-emp-inc,187693, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States,1.0,0.5837066173553467
59, Local-gov,173992, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,0.0,0.015927409753203392
48, Local-gov,93449, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, Philippines,1.0,0.9998874664306641
46, Private,200947, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Italy,0.0,0.1592528522014618
33, Private,119017, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States,0.0,0.01821599155664444
47, Private,182655, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,52, United-States,1.0,0.5620212554931641
50, Local-gov,270221, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,43, United-States,0.0,0.047859691083431244
18, Private,244571, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,0.0,0.002917374949902296
56, Private,197577, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.008246936835348606
32, Private,250583, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States,0.0,0.016118550673127174
34, Local-gov,241259, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0.0,0.017723120748996735
33, Self-emp-inc,184245, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico,0.0,0.4026421308517456
31, Private,187215, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, El-Salvador,0.0,0.006792012602090836
17, Private,153542, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0.0,0.0028802165761590004
35, Private,278553, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,38, United-States,1.0,0.5133489370346069
27, Private,94090, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0.0,0.2582724690437317
26, Private,143280, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0.0,0.010309400036931038
39, Private,365009, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0.0,0.03593583032488823
25, Private,173593, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,75, United-States,0.0,0.15101294219493866
33, Private,111567, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0.0,0.052633415907621384
53, Self-emp-not-inc,263439, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0.0,0.4815770983695984
65, Self-emp-inc,116057, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,6723,0,40, United-States,0.0,0.22121013700962067
25, Private,214468, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0.0,0.02812912128865719
48, Private,56071, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.4692269265651703
18, Private,308739, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0.0,0.00533773610368371
